resource,resourceNum,resourceName,resourceCat,resourceStage,consumer,consumerNum,consumerName,consumerCat,consumerStage,interactionType,referenceNum,justification,interactionZone,habitat,localities,confidence,parasitic
751_Wrack_0,751,Wrack,dead stuff,0,1348_Atylus tridens_1,1348,Atylus tridens,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1349_Hartmanodes hartmanae_1,1349,Hartmanodes hartmanae,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1350_Tiron biocellata_1,1350,Tiron biocellata,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1351_Leucothoides pacifica_1,1351,Leucothoides pacifica,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1355_Aristias veleronis_1,1355,Aristias veleronis,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1356_Dissiminassa dissimilis_1,1356,Dissiminassa dissimilis,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1357_Macronassa macromera_1,1357,Macronassa macromera,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1358_Macronassa pariter_1,1358,Macronassa pariter,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1359_Ocosingo borlus_1,1359,Ocosingo borlus,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1360_Orchomenella recondita_1,1360,Orchomenella recondita,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1364_Foxiphalus obtusidens_1,1364,Foxiphalus obtusidens,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1367_Commensipleustes commensalis_1,1367,Commensipleustes commensalis,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1368_Dactylopleustes echionoides_1,1368,Dactylopleustes echionoides,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1369_Gnathopleustes pachychaetus_1,1369,Gnathopleustes pachychaetus,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1370_Gnathopleustes pugettensis_1,1370,Gnathopleustes pugettensis,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1371_Gnathopleustes serratus_1,1371,Gnathopleustes serratus,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1372_Heteropleustes setosus_1,1372,Heteropleustes setosus,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1373_Micropleustes nautiloides_1,1373,Micropleustes nautiloides,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1374_Micropleustes nautilus_1,1374,Micropleustes nautilus,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1375_Pleusirus secorrus_1,1375,Pleusirus secorrus,gammarid,1,30,435,3,low,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1376_Thorlaksonius brevirostris_1,1376,Thorlaksonius brevirostris,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1377_Thorlaksonius depressus_1,1377,Thorlaksonius depressus,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1378_Thorlaksonius grandirostris_1,1378,Thorlaksonius grandirostris,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1379_Thorlaksonius subcarinatus_1,1379,Thorlaksonius subcarinatus,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1380_Trachypleustes trevori_1,1380,Trachypleustes trevori,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1381_Calliopius carinatus_1,1381,Calliopius carinatus,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1383_Pontogeneia melanophthalma_1,1383,Pontogeneia melanophthalma,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1384_Accedomoera vagor_1,1384,Accedomoera vagor,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1385_Paramoera mohri_1,1385,Paramoera mohri,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1386_Paramoera suchaneki_1,1386,Paramoera suchaneki,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1387_Pontogeneia inermis_1,1387,Pontogeneia inermis,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1388_Pontogeneia intermedia_1,1388,Pontogeneia intermedia,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1390_Netamelita cortada_1,1390,Netamelita cortada,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1391_Ceradocus spinicauda_1,1391,Ceradocus spinicauda,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1392_Dulichiella spinosa_1,1392,Dulichiella spinosa,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1393_Elasmopus antennatus_1,1393,Elasmopus antennatus,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1394_Elasmopus mutatus_1,1394,Elasmopus mutatus,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1395_Elasmopus serricatus_1,1395,Elasmopus serricatus,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1396_Megamoera dentata_1,1396,Megamoera dentata,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1397_Megamoera subtener_1,1397,Megamoera subtener,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1398_Melita oregonensis_1,1398,Melita oregonensis,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1399_Melita sulca_1,1399,Melita sulca,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1400_Quadrimaera vigota_1,1400,Quadrimaera vigota,gammarid,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1402_Traskorchestia traskiana_1,1402,Traskorchestia traskiana,gammarid,1,30,435,3,high,exposed,NA,2,n
751_Wrack_0,751,Wrack,dead stuff,0,1467_Chironomids_1,1467,Chironomids,insect,1,30,315,3,all,exposed,NA,3,n
751_Wrack_0,751,Wrack,dead stuff,0,1473_Coelopa (Fucomyia) frigida_1,1473,Coelopa (Fucomyia) frigida,insect,1,30,315,4,high,exposed,NA,4,n
751_Wrack_0,751,Wrack,dead stuff,0,1474_Coelopa (Fucomyia) frigida_3,1474,Coelopa (Fucomyia) frigida,insect,3,30,435; 530,3,all,exposed,NA,2,n
751_Wrack_0,751,Wrack,dead stuff,0,1475_Sarcophagid flies_1,1475,Sarcophagid flies,insect,1,1,435,3,all,pools,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1486_Endeodes basalis_1,1486,Endeodes basalis,insect,1,30,315,6,all,pools,NA,3,n
751_Wrack_0,751,Wrack,dead stuff,0,1524_Endeodes blaisdelli_1,1524,Endeodes blaisdelli,insect,1,30,315,6,all,pools,NA,3,n
751_Wrack_0,751,Wrack,dead stuff,0,1525_Endeodes collaris_1,1525,Endeodes collaris,insect,1,30,315,6,all,pools,NA,3,n
751_Wrack_0,751,Wrack,dead stuff,0,1526_Endeodes collaris_3,1526,Endeodes collaris,insect,3,30,315,6,all,pools,NA,3,n
751_Wrack_0,751,Wrack,dead stuff,0,1527_Endeodes rugiceps_1,1527,Endeodes rugiceps,insect,1,30,315,6,all,pools,NA,3,n
751_Wrack_0,751,Wrack,dead stuff,0,1528_Aegialites fuchsi_1,1528,Aegialites fuchsi,insect,1,30,435,3,all,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1529_Aegialites subopacus_1,1529,Aegialites subopacus,insect,1,30,435,3,middle,both,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1531_Emphyastes fucicola_3,1531,Emphyastes fucicola,insect,3,30,435,3,all,exposed,NA,2,n
751_Wrack_0,751,Wrack,dead stuff,0,1532_Thalasselephas testaceus_1,1532,Thalasselephas testaceus,insect,1,30,348,3,high,exposed,Northern California,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1533_Thalasselephas testaceus_3,1533,Thalasselephas testaceus,insect,3,30,348,3,high,exposed,Northern California,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1559_Nereiphylla castanea_1,1559,Nereiphylla castanea,polychaete,1,1,435,3,all,pools,NA,1,n
751_Wrack_0,751,Wrack,dead stuff,0,1594_Neanthes brandti_1,1594,Neanthes brandti,polychaete,1,30,"338, 337, 342",4,all,both,NA,4,n
751_Wrack_0,751,Wrack,dead stuff,0,1597_Nereis latescens_1,1597,Nereis latescens,polychaete,1,30,"338, 337, 342",4,all,both,NA,4,n
751_Wrack_0,751,Wrack,dead stuff,0,1598_Nereis pelagica_1,1598,Nereis pelagica,polychaete,1,30,"338, 337, 342",4,all,both,NA,4,n
751_Wrack_0,751,Wrack,dead stuff,0,1599_Nereis procera_1,1599,Nereis procera,polychaete,1,30,"338, 337, 342",4,all,both,NA,4,n
751_Wrack_0,751,Wrack,dead stuff,0,2341_Alienacanthomysis macropsis_1,2341,Alienacanthomysis macropsis,mysid,1,30,306,4,all,pools,Antarctic Peninsula,4,n
751_Wrack_0,751,Wrack,dead stuff,0,2343_Holmesimysis costata_1,2343,Holmesimysis costata,mysid,1,30,306,4,low,pools,Antarctic Peninsula,4,n
751_Wrack_0,751,Wrack,dead stuff,0,2344_Holmesimysis sculpta_1,2344,Holmesimysis sculpta,mysid,1,30,306,4,low,pools,Antarctic Peninsula,4,n
751_Wrack_0,751,Wrack,dead stuff,0,2352_Desdimelita californica_1,2352,Desdimelita californica,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,155_Cucumaria miniata_1,155,Cucumaria miniata,cucumber,1,1,436; 435,4,low,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,157_Pachythyone rubra_1,157,Pachythyone rubra,cucumber,1,1,436; 435,4,low,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,158_Lissothuria nutriens_1,158,Lissothuria nutriens,cucumber,1,1,436; 435,4,low,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,160_Ophiopholis aculeata_1,160,Ophiopholis aculeata,brittle star,1,1,436; 435,4,low,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,163_Ophiothrix spiculata_1,163,Ophiothrix spiculata,brittle star,1,1,436; 435,4,low,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,164_Ophiothrix rudis_1,164,Ophiothrix rudis,brittle star,1,1,436; 435,4,low,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,426_Harmothoe imbricata_1,426,Harmothoe imbricata,scale worm,1,30,372,3,all,pools,White Sea,2,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,429_Nereis grubei_1,429,Nereis grubei,polychaete,1,30,342,3,all,both,"Point Fermin, San Pedro, CA",1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,437_Sabellaria cementarium_1,437,Sabellaria cementarium,polychaete,1,30,436; 435,3,low,pools,NA,2,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,440_Thelepus crispus_1,440,Thelepus crispus,polychaete,1,30,436; 435,3,middle,pools,NA,2,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,442_Bispira sp._1,442,Bispira sp.,polychaete,1,30,436; 435,3,low,pools,NA,2,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,448_Phascolosoma agassizii_1,448,Phascolosoma agassizii,sipunculid,1,1,436; 435,4,middle,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,449_Themiste pyroides_1,449,Themiste pyroides,sipunculid,1,1,436; 435,4,low,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,450_Themiste dyscrita_1,450,Themiste dyscrita,sipunculid,1,1,436; 435,4,low,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,488_Idotea stenops_1,488,Idotea stenops,isopod,1,30,436; 435,6,middle,pools,NA,3,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,492_Pentidotea kirchanskii_1,492,Pentidotea kirchanskii,isopod,1,3,317,4,low,both,Southern California Bight,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,493_Idotea urotoma_1,493,Idotea urotoma,isopod,1,30,436; 435,10,middle,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,497_Synapseudes intumescens_1,497,Synapseudes intumescens,isopod,1,30,"367; PC Siena McKim, 2024",10,very low,pools,"Sao Paolo, Brazil",4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,498_Pancolus californiensis_1,498,Pancolus californiensis,isopod,1,30,"367; PC Siena McKim, 2024",10,low,pools,"Sao Paolo, Brazil",4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,499_Chondrochelia dubia_1,499,Chondrochelia dubia,isopod,1,1,436; 435,4,all,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,509_Betaeus macginitieae_1,509,Betaeus macginitieae,shrimp,1,30,433,4,low,pools,NA,3,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,554_Cancer productus_4,554,Cancer productus,true crab,4,30,436,3,low,pools,NA,2,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,555_Cancer productus_1,555,Cancer productus,true crab,1,30,436,3,low,pools,NA,2,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,988_Heptacarpus palpator_1,988,Heptacarpus palpator,shrimp,1,30,435,10,low,pools,NA,3,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,989_Heptacarpus pugettensis_1,989,Heptacarpus pugettensis,shrimp,1,30,435,10,very low,pools,NA,3,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,990_Heptacarpus taylori_1,990,Heptacarpus taylori,shrimp,1,30,435,10,middle,pools,NA,3,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1009_Paguristes ulreyi_1,1009,Paguristes ulreyi,hermit crab,1,30,296,3,low,pools,"Abalone Cove, CA",2,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1012_Pagurus beringanus_1,1012,Pagurus beringanus,hermit crab,1,30,352,3,very low,pools,"San Juan Islands, WA",2,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1205_Ianiropsis analoga_1,1205,Ianiropsis analoga,isopod,1,1,436; 435,4,all,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1206_Ianiropsis derjugini_1,1206,Ianiropsis derjugini,isopod,1,1,436; 435,4,all,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1207_Ianiropsis epilittoralis_1,1207,Ianiropsis epilittoralis,isopod,1,1,436; 435,4,high,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1208_Ianiropsis kincaidi_1,1208,Ianiropsis kincaidi,isopod,1,1,436; 435,4,all,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1209_Ianiropsis montereyensis_1,1209,Ianiropsis montereyensis,isopod,1,1,436; 435,4,all,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1210_Ianiropsis tridens_1,1210,Ianiropsis tridens,isopod,1,1,436; 435,4,all,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1211_Janiralata davisi_1,1211,Janiralata davisi,isopod,1,1,436; 435,4,low,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1212_Janiralata occidentalis_1,1212,Janiralata occidentalis,isopod,1,1,436; 435,4,all,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1231_Limnoria lignorum_1,1231,Limnoria lignorum,isopod,1,1,436; 435,4,all,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1232_Limnoria quadripunctata_1,1232,Limnoria quadripunctata,isopod,1,1,436; 435,4,all,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1233_Limnoria tripunctata_1,1233,Limnoria tripunctata,isopod,1,1,436; 435,4,all,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1234_Caecijaera horvathi_1,1234,Caecijaera horvathi,isopod,1,1,436; 435,4,all,pools,NA,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,3,317,4,all,both,Southern California Bight,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,3,317,4,all,both,Southern California Bight,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,3,317,4,all,both,Southern California Bight,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,3,317,4,all,both,Southern California Bight,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1256_Synidotea berolzheimeri_1,1256,Synidotea berolzheimeri,isopod,1,3,317,4,all,both,Southern California Bight,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1257_Synidotea consolidata_1,1257,Synidotea consolidata,isopod,1,3,317,4,all,both,Southern California Bight,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1258_Synidotea harfordi_1,1258,Synidotea harfordi,isopod,1,3,317,4,all,both,Southern California Bight,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1259_Synidotea pettiboneae_1,1259,Synidotea pettiboneae,isopod,1,3,317,4,all,both,Southern California Bight,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1260_Synidotea ritteri_1,1260,Synidotea ritteri,isopod,1,3,317,4,all,both,Southern California Bight,4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1268_Zeuxo normani_1,1268,Zeuxo normani,isopod,1,30,"367; PC Siena McKim, 2024",10,all,pools,"Sao Paolo, Brazil",4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1269_Zeuxo paranormani_1,1269,Zeuxo paranormani,isopod,1,30,"367; PC Siena McKim, 2024",10,all,pools,"Sao Paolo, Brazil",4,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1270_Lignophliantis pyrifera_1,1270,Lignophliantis pyrifera,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1271_Pariphinotus escabrosus_1,1271,Pariphinotus escabrosus,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1272_Dulichia rhabdoplastis_1,1272,Dulichia rhabdoplastis,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1273_Podocerus spongicolus_1,1273,Podocerus spongicolus,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1274_Aoroides exilis_1,1274,Aoroides exilis,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1275_Aoroides inermis_1,1275,Aoroides inermis,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1276_Aoroides intermedius_1,1276,Aoroides intermedius,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1277_Bemlos concavus_1,1277,Bemlos concavus,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1278_Columbaora cyclocoxa_1,1278,Columbaora cyclocoxa,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1279_Paramicrodeutopus schmitti_1,1279,Paramicrodeutopus schmitti,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1297_Ampithoe simulans_1,1297,Ampithoe simulans,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1306_Cerapus spp._1,1306,Cerapus spp.,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1307_Ericthonius brasiliensis_1,1307,Ericthonius brasiliensis,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1308_Ericthonius rubricornis_1,1308,Ericthonius rubricornis,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1310_Ischyrocerus parvus_1,1310,Ischyrocerus parvus,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1311_Jassa borowskyae_1,1311,Jassa borowskyae,gammarid,1,30,435,3,low,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1312_Jassa carltoni_1,1312,Jassa carltoni,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1313_Jassa morinoi_1,1313,Jassa morinoi,gammarid,1,30,435,3,low,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1314_Jassa shawi_1,1314,Jassa shawi,gammarid,1,30,435,3,low,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1315_Jassa slatteryi_1,1315,Jassa slatteryi,gammarid,1,30,435,3,low,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1317_Microjassa barnardi_1,1317,Microjassa barnardi,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1318_Microjassa litotes_1,1318,Microjassa litotes,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1320_Monocorophium insidiosum_1,1320,Monocorophium insidiosum,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1321_Monocorophium uenoi_1,1321,Monocorophium uenoi,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1329_Allorchestes rickeri_1,1329,Allorchestes rickeri,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1330_Allorchestes bellabella_1,1330,Allorchestes bellabella,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1331_Allorchestes angustus_1,1331,Allorchestes angustus,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1347_Atylus georgianus_1,1347,Atylus georgianus,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1348_Atylus tridens_1,1348,Atylus tridens,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1349_Hartmanodes hartmanae_1,1349,Hartmanodes hartmanae,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1350_Tiron biocellata_1,1350,Tiron biocellata,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1351_Leucothoides pacifica_1,1351,Leucothoides pacifica,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1355_Aristias veleronis_1,1355,Aristias veleronis,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1356_Dissiminassa dissimilis_1,1356,Dissiminassa dissimilis,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1357_Macronassa macromera_1,1357,Macronassa macromera,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1358_Macronassa pariter_1,1358,Macronassa pariter,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1359_Ocosingo borlus_1,1359,Ocosingo borlus,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1360_Orchomenella recondita_1,1360,Orchomenella recondita,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1364_Foxiphalus obtusidens_1,1364,Foxiphalus obtusidens,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1367_Commensipleustes commensalis_1,1367,Commensipleustes commensalis,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1368_Dactylopleustes echionoides_1,1368,Dactylopleustes echionoides,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1369_Gnathopleustes pachychaetus_1,1369,Gnathopleustes pachychaetus,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1370_Gnathopleustes pugettensis_1,1370,Gnathopleustes pugettensis,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1371_Gnathopleustes serratus_1,1371,Gnathopleustes serratus,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1372_Heteropleustes setosus_1,1372,Heteropleustes setosus,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1373_Micropleustes nautiloides_1,1373,Micropleustes nautiloides,gammarid,1,30,435,3,all,both,NA,1,n
752_Mulm/DOM_0,752,Mulm/DOM,dead stuff,0,1374_Micropleustes nautilus_1,1374,Micropleustes nautilus,gammarid,1,30,435,3,all,both,NA,1,n
